item_id,post_url,post_uri,post_cid,author_handle,author_did,post_datetime,text,post_type,parent_post_uri,root_post_uri,language,like_count,repost_count,reply_count,quote_count,collector,collection_datetime,search_term_or_method_that_surfaced_it,Has_image,detected_language,engagement_as_of_datetime,enrichment_status,Has_relevant_replies,Seems_relevant_to_collector,source_item_id,snowball_depth,snowball_edge_type,engagement_score,sample_source
330,https://bsky.app/profile/glifo.bsky.social/post/3m5dbctfdis2w,at://did:plc:okk53n7x5nzhzutykolyqsbl/app.bsky.feed.post/3m5dbctfdis2w,bafyreifudsnddjoclwo67gclld6outpzdunlgnc4dhk5w6oprq2tqhl7oy,glifo.bsky.social,did:plc:okk53n7x5nzhzutykolyqsbl,2025-11-11T04:09:48.181Z,"esse aqui, Ni
@stechlab-labels.bsky.social",reply,at://did:plc:oqqfaqep3jvchxg5fsyto4no/app.bsky.feed.post/3m5dbas2yus2m,at://did:plc:okk53n7x5nzhzutykolyqsbl/app.bsky.feed.post/3m5db6w7hys2w,ia,1,0,1,0,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,False,fr,2026-06-26T14:06:34.776511+00:00,ok,,,,,,1.0,keyword_stratified
964,https://bsky.app/profile/sleep.church/post/3moh5nyie6k2g,at://did:plc:aobkgz6khzavtdmd5ng3ilme/app.bsky.feed.post/3moh5nyie6k2g,bafyreihtdskqihxsaleqhw6m2mwponaifcx7digs4uyq7766uysxc5jxfe,sleep.church,did:plc:aobkgz6khzavtdmd5ng3ilme,2026-06-17T01:23:24.282Z,"my favorite is when they have the “unfollowed 100+ in the past day” tag, really just going around doing that weird follow/unfollow thing to try and get you to follow them",reply,at://did:plc:ylw4lo5guiineg4j2ngodfjq/app.bsky.feed.post/3moh4pbztxc2h,at://did:plc:ylw4lo5guiineg4j2ngodfjq/app.bsky.feed.post/3moh4pbztxc2h,en,1,0,1,0,keyword search,2026-06-26T14:05:00.228985+00:00,unfollowed 100+ in the past day,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,,1.0,keyword_stratified
907,https://bsky.app/profile/snarkyplatypus.com/post/3mcxi2m4hs226,at://did:plc:gzkfdyducwifykfqouc4s4e2/app.bsky.feed.post/3mcxi2m4hs226,bafyreiehruyy6yqvtfetda4i44ff6babkysmbdlz3yurkkxpx4t4shywki,snarkyplatypus.com,did:plc:gzkfdyducwifykfqouc4s4e2,2026-01-21T20:09:41.217Z,No break greater than 4 hours - do these people sleep?!,reply,at://did:plc:gzkfdyducwifykfqouc4s4e2/app.bsky.feed.post/3mcxhx7npdk26,at://did:plc:gzkfdyducwifykfqouc4s4e2/app.bsky.feed.post/3mcxhhqhqzk26,en,2,0,1,0,keyword search,2026-06-26T14:05:00.228985+00:00,no break greater than,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,,2.0,keyword_stratified
843,https://bsky.app/profile/theyfab.bsky.social/post/3m6aj33gi7c2a,at://did:plc:nykyd3km66cj3sa5k6g6uhi6/app.bsky.feed.post/3m6aj33gi7c2a,bafyreignghh6lmzoqwlanu7dfwp3iiihw4dhomkt6qkmv7srw6unu43eny,theyfab.bsky.social,did:plc:nykyd3km66cj3sa5k6g6uhi6,2025-11-22T19:15:50.521Z,"me when one of my mutuals has the ""posted more than 100 times yesterday"" tag: lol loser. what's the matter, nothing else to do?

me when i have the ""posted more than 100 times yesterday"" tag: well that's just ridiculous. those posts shouldn't have even counted. i was doing plenty of other stuff yest",post,,,en,14,1,0,0,keyword search,2026-06-26T14:05:00.228985+00:00,posted more than 100 times yesterday,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,,19.0,high_engagement
418,https://bsky.app/profile/drunk.moe/post/3mnb2wsones2m,at://did:plc:dadnngq7hpnuglhxm556wgzi/app.bsky.feed.post/3mnb2wsones2m,bafyreibee4jzm2gp74ow2twz5gnafzfm2zxl6xfgszto6hezuk5jytbzjy,drunk.moe,did:plc:dadnngq7hpnuglhxm556wgzi,2026-06-01T21:53:28.904Z,buddy r u ok bsky.app/profile/stec...,post,,,en,7,0,1,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,cy,2026-06-26T14:06:34.776511+00:00,ok,,,,,,7.0,keyword_stratified
747,https://bsky.app/profile/joeauerbach.bsky.social/post/3ml4l2hqdv22a,at://did:plc:4ebgwtyii57fim4pvxlcthno/app.bsky.feed.post/3ml4l2hqdv22a,bafyreiauhnypq7p7fqljme7nqiaef3y3ifxj4bcmajehevdca77w4fkxi4,joeauerbach.bsky.social,did:plc:4ebgwtyii57fim4pvxlcthno,2026-05-05T16:08:09.564Z,"I recently subscribed to the account activity labeler (linked) and it tells me who posts nonstop and helps me sort out which accounts are likely bots or farms or teams.  Very customizable.

It's not perfect (because of the existence of Gail Simone) but it's been helpful is pruning my feed.",reply,at://did:plc:vo4xpexxlmti3wzqmdwamjqc/app.bsky.feed.post/3ml4ksk5usc2a,at://did:plc:vo4xpexxlmti3wzqmdwamjqc/app.bsky.feed.post/3ml4ksk5usc2a,en,1,0,0,1,keyword search,2026-06-26T14:05:00.228985+00:00,account activity labeler,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,,4.0,keyword_stratified
573,https://bsky.app/profile/ladyaranea.bsky.social/post/3mc65zapps22s,at://did:plc:mowyr5u5vzm5h5h3elsf2urd/app.bsky.feed.post/3mc65zapps22s,bafyreifkjse2wet52q2p6drkvjvtzs327ucucsi3itikknw2irvaekhs7a,ladyaranea.bsky.social,did:plc:mowyr5u5vzm5h5h3elsf2urd,2026-01-11T18:33:24.833Z,Ah ha! bsky.app/profile/stec...,reply,at://did:plc:l6uabazjem2n2i3gasazsoeh/app.bsky.feed.post/3mc65n5f2v22t,at://did:plc:mowyr5u5vzm5h5h3elsf2urd/app.bsky.feed.post/3mc65gzeytc2s,en,4,0,3,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,unknown,2026-06-26T14:06:34.776511+00:00,ok,,,,,,4.0,keyword_stratified
975,https://bsky.app/profile/colophon.bsky.social/post/3m7avvuswe22k,at://did:plc:wsn4r2btwz56ewgtxn5mdiw6/app.bsky.feed.post/3m7avvuswe22k,bafyreigirodr3wwqhtld7hdje6fwdfu2ewss4w7pzmwfbly3vdu5r4j22a,colophon.bsky.social,did:plc:wsn4r2btwz56ewgtxn5mdiw6,2025-12-05T16:30:46.089Z,"""Posted the same url 5+ times yesterday"" is sending me",reply,at://did:plc:zj5kfeu2vgl6t4jokjjroszo/app.bsky.feed.post/3m7asuncumk2n,at://did:plc:aey6tdyzfrw5w6o6xwx7njiy/app.bsky.feed.post/3m7afsxx5u22d,en,6,0,0,0,keyword search,2026-06-26T14:05:00.228985+00:00,posted the same url,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,,6.0,keyword_stratified
635,https://bsky.app/profile/danifinnwrites.bsky.social/post/3m7hxtxwnfs2p,at://did:plc:pxslkuul3wwr4fedt7xrlzix/app.bsky.feed.post/3m7hxtxwnfs2p,bafyreig6qyc3v74hsj7cscdml5oj74ox3trw2iscdbug26tlqfwo5ebana,danifinnwrites.bsky.social,did:plc:pxslkuul3wwr4fedt7xrlzix,2025-12-08T11:54:07.898Z,"One cool thing about the stechlab labeler is it can tell you if someone’s been mass unfollowing, usually a sign of a followback trash account

The funniest thing is it confirms how many of your moots are inveterate poasters

bsky.app/profile/stec...",post,,,en,17,9,0,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,,62.0,high_engagement
318,https://bsky.app/profile/broberts.lol/post/3m5pjjkgtis2p,at://did:plc:ghceioqx6u4so7egjlbkzu2z/app.bsky.feed.post/3m5pjjkgtis2p,bafyreiehw4jtbhb3e52k5ebz7nlg7f73jbzoexlcqtdzuotxtlxy4pluhi,broberts.lol,did:plc:ghceioqx6u4so7egjlbkzu2z,2025-11-16T01:08:40.466Z,Also a good example of one of my favorite recent labelers from @stechlab-labels.bsky.social,reply,at://did:plc:pmyqirafcp3jqdhrl7crpq7t/app.bsky.feed.post/3m5pjf2ama225,at://did:plc:pmyqirafcp3jqdhrl7crpq7t/app.bsky.feed.post/3m5pjf2ama225,en,19,2,1,0,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,True,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,,29.0,high_engagement
737,https://bsky.app/profile/cannedone.bsky.social/post/3moqmhpumuc27,at://did:plc:36nk23oih3ctklqxeeuptp5f/app.bsky.feed.post/3moqmhpumuc27,bafyreieybrkp2r6ncjq6bh75r3afy7q2fhujuoa5d4fif66imch66fgmdi,cannedone.bsky.social,did:plc:36nk23oih3ctklqxeeuptp5f,2026-06-20T19:42:17.694Z,"I subscribed to the Account Activity Labeler s.tech.cornell.edu/labeler/ which labels accounts that bulk (un)follow and post a lot etc

None of my following or followers have alerts; what amazing quality people you all are! Thanks for following; your likes, interactions, chats and just being you! 😃",post,,,en,2,0,0,0,keyword search,2026-06-26T14:05:00.228985+00:00,account activity labeler,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,,2.0,keyword_stratified
716,https://bsky.app/profile/beaujackal.bsky.social/post/3m4p7on45th2a,at://did:plc:a6we76v4qgl4afvtahf757gs/app.bsky.feed.post/3m4p7on45th2a,bafyreihhezffe65gq35xsjwrrqzzj7w7zt5arhczdtciidv67b6uqnb2ea,beaujackal.bsky.social,did:plc:a6we76v4qgl4afvtahf757gs,2025-11-03T04:47:21.993Z,"Oh holy shit there's a labeler that calls out Chronic Posters.
""No breaks greater than 2 hours yesterday""
""More than 50 posts yesterday""
""Posted the same link more than 15 times""
bsky.app/profile/stec...",post,,,en,4,0,1,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,,4.0,keyword_stratified
81,https://bsky.app/profile/heartpunk.bsky.social/post/3mjck3rchjk24,at://did:plc:5clan7z4wsuvaffihedjv6fu/app.bsky.feed.post/3mjck3rchjk24,bafyreigw73s55kjx2lcj2nizj4vgxfj7abmcq3m3ciu6lvp7vixd2mmhyu,heartpunk.bsky.social,did:plc:5clan7z4wsuvaffihedjv6fu,2026-04-12T14:16:34.579Z,here’s one such @stechlab-labels.bsky.social,reply,at://did:plc:rmplvmo2uq2mlth23rqhgcvx/app.bsky.feed.post/3mjcjydsz6c26,at://did:plc:rmplvmo2uq2mlth23rqhgcvx/app.bsky.feed.post/3mjcjg4nm5226,en,0,0,1,0,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,,0.0,keyword_stratified
902,https://bsky.app/profile/babyshoes4cash.com/post/3mdt4m5fzvc2y,at://did:plc:3pcnghkif2l2bf3g3hx5spsu/app.bsky.feed.post/3mdt4m5fzvc2y,bafyreiggbmsjsvym4ygjtxmrzts734lwfliecxcpgurqosrims57splfl4,babyshoes4cash.com,did:plc:3pcnghkif2l2bf3g3hx5spsu,2026-02-01T19:59:17.554Z,"""posted 50+"": half pack a day

""posted 100+"": pack a day

""no break greater than 4 hours yesterday"": one pound of pipe tobacco, in a bong, a day",post,,,en,87,14,1,2,keyword search,2026-06-26T14:05:00.228985+00:00,no break greater than,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,,163.0,high_engagement
118,https://bsky.app/profile/borgly.bsky.social/post/3mi3w5zp4s22b,at://did:plc:gjxxciokbxe37u7lhaxwqnks/app.bsky.feed.post/3mi3w5zp4s22b,bafyreibsmh6ifs6aehxe7vr7nhdrfnc6ksenoocaumrqbn6l6yatknmw3e,borgly.bsky.social,did:plc:gjxxciokbxe37u7lhaxwqnks,2026-03-28T05:38:45.599Z,"How did I not know about the Account Activity labeler before?
@stechlab-labels.bsky.social",post,,,en,1,0,1,0,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,,1.0,keyword_stratified
575,https://bsky.app/profile/dryad.technology/post/3mc4c2jo3uc2w,at://did:plc:2aebn3xk5t63net43eeepire/app.bsky.feed.post/3mc4c2jo3uc2w,bafyreib6wetffgnfnzeym33rq66rnj4izn4nmqpuuxiav2ssswf462enxa,dryad.technology,did:plc:2aebn3xk5t63net43eeepire,2026-01-11T00:40:23.261Z,"Note: This is a joke; I am referring to the ""Posts a lot: More than 50 times yesterday"" and ""Replies a lot: More than 100 times yesterday"" labels; I don't know if those apply to me; I think that this is actually a interesting and potentially valuable idea, tho I have crits bsky.app/profile/stec...",reply,at://did:plc:2aebn3xk5t63net43eeepire/app.bsky.feed.post/3mc4al7w5qc2w,at://did:plc:2aebn3xk5t63net43eeepire/app.bsky.feed.post/3mc4al7w5qc2w,en,21,0,5,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,,21.0,high_engagement
774,https://bsky.app/profile/wanda.bsky.social/post/3megldrpll22e,at://did:plc:um3pryc6pfqxyksu2ivem2ll/app.bsky.feed.post/3megldrpll22e,bafyreidcc45h4hwxlfmjnghw2o6ikbiezoeyoqvgibowauuvns3jzns6im,wanda.bsky.social,did:plc:um3pryc6pfqxyksu2ivem2ll,2026-02-09T13:43:38.004Z,I have the posts a lot label on my profile right now because I posted a lot yesterday and it's soooooooo embarrassing. I want to die,post,,,en,27,0,1,0,keyword search,2026-06-26T14:05:00.228985+00:00,posts a lot label,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,,27.0,high_engagement
890,https://bsky.app/profile/dopestatistics.bsky.social/post/3mfdhjitkqc2q,at://did:plc:kjukqektupc3u4vfkq5ulaks/app.bsky.feed.post/3mfdhjitkqc2q,bafyreig5mzurswdznbavkhnbf4ihtqdgnbba6qfs233ije7zcm6zdgu3gi,dopestatistics.bsky.social,did:plc:kjukqektupc3u4vfkq5ulaks,2026-02-21T01:22:27.467Z,"Wtf how did I get a ""no break greater than 24 hrs "" label. 

I went 15 hrs w out a post lmao I just checked?",post,,,en,32,1,7,1,keyword search,2026-06-26T14:05:00.228985+00:00,no break greater than,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,,40.0,high_engagement
910,https://bsky.app/profile/cheflubu.bsky.social/post/3mc2vsucrwc2c,at://did:plc:mcgn4c4xlqf75ieflqjxjg24/app.bsky.feed.post/3mc2vsucrwc2c,bafyreiaaej6idkvbfweyjrs3c3sjov4cejtfklnch7rqja4kt7in24byzu,cheflubu.bsky.social,did:plc:mcgn4c4xlqf75ieflqjxjg24,2026-01-10T11:28:41.350Z,"When the label says ""no break greater than an hour"" on your profile that makes me worried for your mental health",post,,,en,10,0,1,0,keyword search,2026-06-26T14:05:00.228985+00:00,no break greater than,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,,10.0,keyword_stratified
671,https://bsky.app/profile/tywarning.bsky.social/post/3m5oqkfo3xs2k,at://did:plc:og7btenomggi7lyh4la4clsd/app.bsky.feed.post/3m5oqkfo3xs2k,bafyreiaxftqwkdfmotmlckce6mrp5krqqg6q5mwhuogd5q5yozruhwqywy,tywarning.bsky.social,did:plc:og7btenomggi7lyh4la4clsd,2025-11-15T17:41:45.475Z,"I’m also using the activity tracking labeler. Useful for identifying bots, or real people who change their identities intentionally to spam more.

bsky.app/profile/stec...",reply,at://did:plc:gzg3h5hprb74kz2igyghudlb/app.bsky.feed.post/3m5oq6izmlc2x,at://did:plc:og7btenomggi7lyh4la4clsd/app.bsky.feed.post/3m5n2rjbby22s,en,0,0,0,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,,0.0,keyword_stratified
370,https://bsky.app/profile/leonenglish.bsky.social/post/3m4l66ztddc2z,at://did:plc:k4xwfxkeenn2mf7ewexhgb5b/app.bsky.feed.post/3m4l66ztddc2z,bafyreid7u2trm2ljggenpy2wl4whnilkfga4x6xlz5mbax2i2owmd4kr6m,leonenglish.bsky.social,did:plc:k4xwfxkeenn2mf7ewexhgb5b,2025-11-01T14:10:05.770Z,@stechlab-labels.bsky.social why you gotta attack me like this,post,,,en,2,0,0,0,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,True,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,,2.0,keyword_stratified
487,https://bsky.app/profile/adriana1o5.bsky.social/post/3micfjfeqjs2c,at://did:plc:u5tx7b4hcowgv3urnzj4xq7z/app.bsky.feed.post/3micfjfeqjs2c,bafyreig4ics7mrmyalaut7pcucwhpwjjf3jhd772t4qwefy46r7ceyrxfi,adriana1o5.bsky.social,did:plc:u5tx7b4hcowgv3urnzj4xq7z,2026-03-30T19:29:31.498Z,Yep that one bsky.app/profile/stec...,reply,at://did:plc:jso7eonpai3or3by5fx4pffi/app.bsky.feed.post/3miccen4tms23,at://did:plc:rhmku3twwsqmsfwthxde2he5/app.bsky.feed.post/3mic6yg4ija2k,en,1,0,0,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,,1.0,keyword_stratified
436,https://bsky.app/profile/skylorbeck.website/post/3mlbxsg7gec2d,at://did:plc:wvepxyvahpawnjlzvsqlxemc/app.bsky.feed.post/3mlbxsg7gec2d,bafyreid7g2wugtisdksj2hjsj7uaqtnm7v5rm6vadhnvuzqviz6ttm4yqu,skylorbeck.website,did:plc:wvepxyvahpawnjlzvsqlxemc,2026-05-07T19:39:36.861Z,bsky.app/profile/stec...,reply,at://did:plc:khx74ydks4kc2z4vxg4gfma7/app.bsky.feed.post/3mlbqpkslfs2a,at://did:plc:wvepxyvahpawnjlzvsqlxemc/app.bsky.feed.post/3mlbhee3xfs2q,en,1,0,1,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,unknown,2026-06-26T14:06:34.776511+00:00,ok,,,,,,1.0,keyword_stratified
828,https://bsky.app/profile/joshuaerlich.bsky.social/post/3mecb6xvqbc24,at://did:plc:53n54gjixfukqx56qyjnxmkn/app.bsky.feed.post/3mecb6xvqbc24,bafyreidrvapmtse4d5admb45bhyu2a2xbsurmivrcbziyhhglk55xx4bx4,joshuaerlich.bsky.social,did:plc:53n54gjixfukqx56qyjnxmkn,2026-02-07T20:31:20.353Z,"joined Nov '24, posted more than 100 times yesterday, and, surprising at this is, plainly lying about what this document says",quote,,,en,196,36,8,2,keyword search,2026-06-26T14:05:00.228985+00:00,posted more than 100 times yesterday,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,,382.0,high_engagement
960,https://bsky.app/profile/bmasterad.bsky.social/post/3mjkeree2c22e,at://did:plc:ir4yypoc4jxayrsservoqey6/app.bsky.feed.post/3mjkeree2c22e,bafyreiamw2th36jpbm7aphev5xjyvkmlnsaqeloi5ifkzjrc4xyf2igccu,bmasterad.bsky.social,did:plc:ir4yypoc4jxayrsservoqey6,2026-04-15T17:02:34.657Z,"I wish there was a way to limit who follows. 
Follower bots seem to be EXTREEMLY eager to spam for any host of reasons, but one that is picking up are cases of ""mass follow"" has labels ""unfollowed 100+ yesterday""

Bluesky's big thing is customization (allegedly) why not allow us spam filter options?",post,,,en,5,0,1,0,keyword search,2026-06-26T14:05:00.228985+00:00,unfollowed 100+ yesterday,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,,5.0,keyword_stratified
771,https://bsky.app/profile/emilyrose.bsky.social/post/3mhbwsyv67s2g,at://did:plc:3yfyu6vh7gizafjgrrgo277v/app.bsky.feed.post/3mhbwsyv67s2g,bafyreie2h36k4ew4yz6ftpl76impnqtf3j3d5sjqmkb7trehyw5iszzbge,emilyrose.bsky.social,did:plc:3yfyu6vh7gizafjgrrgo277v,2026-03-17T21:41:16.195Z,"The Cornell labeler used to be amusing, but since they added the reply count labels, it’s basically just “uses Bluesky” at this point. Too many labels. I’m gonna have to turn some off.",post,,,en,2,0,0,0,keyword search,2026-06-26T14:05:00.228985+00:00,Cornell labeler,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,,2.0,keyword_stratified
708,https://bsky.app/profile/jonhendren.com/post/3m4s5ekyybs2q,at://did:plc:tbnrtasq73cfnuwyl6in3rhl/app.bsky.feed.post/3m4s5ekyybs2q,bafyreia5m32ib7qmw47f3apmhsf7gqjevylvqcw52l6nko2caxcwjsjhte,jonhendren.com,did:plc:tbnrtasq73cfnuwyl6in3rhl,2025-11-04T08:43:55.971Z,good labeler to tag the real freaks here bsky.app/profile/stec...,post,,,en,423,92,7,33,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,True,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,,982.0,high_engagement
706,https://bsky.app/profile/willroar.bsky.social/post/3m4slnlss222j,at://did:plc:wtqdedkgqxynzos2mlnmfxub/app.bsky.feed.post/3m4slnlss222j,bafyreihtb67dhfgvo4ityjc7mnwnxwnjaipo5ndh2jjwt2ekj3uhttnuaq,willroar.bsky.social,did:plc:wtqdedkgqxynzos2mlnmfxub,2025-11-04T12:59:31.200Z,bam! bsky.app/profile/stec...,reply,at://did:plc:25djycwtjyjocat746ytjvmf/app.bsky.feed.post/3m4slhge2t222,at://did:plc:25djycwtjyjocat746ytjvmf/app.bsky.feed.post/3m4sk3o64rs22,en,3,0,0,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,unknown,2026-06-26T14:06:34.776511+00:00,ok,,,,,,3.0,keyword_stratified
77,https://bsky.app/profile/magslhalliday.bsky.social/post/3mjedqyzrkc2a,at://did:plc:vaxyggtfjgnf3o4nc52t5j6i/app.bsky.feed.post/3mjedqyzrkc2a,bafyreici4hmgpnwf7pa5x75hwfopg6527kh5dvil3uovqffn3fpfdlyna4,magslhalliday.bsky.social,did:plc:vaxyggtfjgnf3o4nc52t5j6i,2026-04-13T07:28:30.606Z,"There are a lot of dodgy videos circulating on here. They want the uncritical repost, the instant hit. One way to train your brain into pausing before sharing is using labeling tools.

@stechlab-labels.bsky.social labels frequent posters, link spammers etc. when you sub, you get labels like this.",post,,,en,6,2,1,2,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,True,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,,22.0,high_engagement
682,https://bsky.app/profile/aaronrosspowell.com/post/3m5eahgkmac2r,at://did:plc:x2xmijn2egk5g67u3cwkddzy/app.bsky.feed.post/3m5eahgkmac2r,bafyreibvcdzyqlbzor55etkub2brv7mh2wkkefwbipehgumku66r7txxte,aaronrosspowell.com,did:plc:x2xmijn2egk5g67u3cwkddzy,2025-11-11T13:27:08.492Z,bsky.app/profile/stec...,reply,at://did:plc:brhc3ixymkoypidsef75v4d2/app.bsky.feed.post/3m5de73gvws2l,at://did:plc:x2xmijn2egk5g67u3cwkddzy/app.bsky.feed.post/3m5d6egjt5k25,en,0,0,0,0,official mention,2026-06-26T14:05:00.228985+00:00,bsky.app/profile/stec,False,unknown,2026-06-26T14:06:34.776511+00:00,ok,,,,,,0.0,keyword_stratified
937,https://bsky.app/profile/giurlioni.ispost.ing/post/3m5ds5wz6ok2y,at://did:plc:tl6nd2oggkel4lmxie5sp4i3/app.bsky.feed.post/3m5ds5wz6ok2y,bafyreif6qe5224kitbwzc4u34oj6qcmumbxddijy64v3tifs4fblldttsu,giurlioni.ispost.ing,did:plc:tl6nd2oggkel4lmxie5sp4i3,2025-11-11T09:11:17.818Z,'no break greater than 4 hours' pegue minha bunda insoniaca,post,,,pt,0,0,1,0,keyword search,2026-06-26T14:05:00.228985+00:00,no break greater than,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,,0.0,keyword_stratified
734,https://bsky.app/profile/vickilanger.dev/post/3mbmfhzpr622x,at://did:plc:lguxjtegubfafom3rfn5xhxk/app.bsky.feed.post/3mbmfhzpr622x,bafyreiew56fdag3p45e2wtgwi4vgdraabhp423ttglzy4rdnv3zoyolwxy,vickilanger.dev,did:plc:lguxjtegubfafom3rfn5xhxk,2026-01-04T16:59:01.712Z,Is this the Touch Grass or the Chronically Online labeler? I keep getting them confused 😏 😆,reply,at://did:plc:l2ktomvijz42t6hfqaxl7gq6/app.bsky.feed.post/3mbmcudjnfc2f,at://did:plc:l2ktomvijz42t6hfqaxl7gq6/app.bsky.feed.post/3mbmcudjnfc2f,en,1,0,1,0,keyword search,2026-06-26T14:05:00.228985+00:00,chronically online labeler,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,,1.0,keyword_stratified
379,https://bsky.app/profile/bnewbold.net/post/3m4hsjgxxx22u,at://did:plc:44ybard66vv44zksje25o7dz/app.bsky.feed.post/3m4hsjgxxx22u,bafyreicc3gncgy5spolh4ltbim5uxq6h2yfeahy3oufjfcb57yke4txdue,bnewbold.net,did:plc:44ybard66vv44zksje25o7dz,2025-10-31T06:03:10.980Z,check out @stechlab-labels.bsky.social,post,,,en,63,12,0,5,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,,138.0,high_engagement
839,https://bsky.app/profile/alilnightmusing.bsky.social/post/3m7ibg3fmy22f,at://did:plc:y7e6yapc5wfz5z7rvrxfun4b/app.bsky.feed.post/3m7ibg3fmy22f,bafyreigpsi4aqtkfybjfmhqxhfzhc74gxhsljs4dsgpaafprp5ulmhbide,alilnightmusing.bsky.social,did:plc:y7e6yapc5wfz5z7rvrxfun4b,2025-12-08T14:45:19.193Z,"Labeler: sweetheart. Darling. I by no means posted more than 100 times yesterday. Possibly you are so taken with me that all of our days together merge into one long day, but I swear to you I haven’t altered my profile a bit, because I wouldn’t do that to you.",reply,at://did:plc:y7e6yapc5wfz5z7rvrxfun4b/app.bsky.feed.post/3m7iadx5ryk2f,at://did:plc:y7e6yapc5wfz5z7rvrxfun4b/app.bsky.feed.post/3m7iadx5ryk2f,en,0,0,0,0,keyword search,2026-06-26T14:05:00.228985+00:00,posted more than 100 times yesterday,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,,0.0,keyword_stratified
384,https://bsky.app/profile/dame.is/post/3m4h52u3mh22m,at://did:plc:gq4fo3u6tqzzdkjlwzpb23tj/app.bsky.feed.post/3m4h52u3mh22m,bafyreie5zkt33oevjpsepy7q7pg7hx5msdop2iz3cauj3kdz3wy3rtqgwe,dame.is,did:plc:gq4fo3u6tqzzdkjlwzpb23tj,2025-10-30T23:39:12.832Z,lol @jcsalterego.bsky.social has the “Posts a lot: more than 100 times yesterday” label from @stechlab-labels.bsky.social,reply,at://did:plc:gq4fo3u6tqzzdkjlwzpb23tj/app.bsky.feed.post/3m4h4wleqe22m,at://did:plc:gq4fo3u6tqzzdkjlwzpb23tj/app.bsky.feed.post/3m4h4s4v54s2m,en,20,0,2,0,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,True,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,,20.0,high_engagement
